Rank,Team,2013,Last 3,Last 1,Home,Away,2012
1,VCU,9.7,4.7,14,11,8.5,11
2,Louisville,9.4,13,5,12.2,6.1,8.1
3,Ste F Austin,9.1,4.3,-2,12.2,6.7,3.8
4,Syracuse,7.4,5,7,8.7,5.9,4.3
5,LA Tech,7.1,10,14,10.9,4.5,6.5
6,San Diego St,6.7,10.3,11,6.7,6.8,1.1
7,Cincinnati,6.4,0,12,9.2,2.6,3.7
8,Arizona,5.4,2,1,8.9,1.1,2.3
9,Iowa,5.1,8.7,15,4.3,5.9,2.2
10,NC Central,5,8,13,6.8,3.7,-1.1
11,S Mississippi,4.6,2,-14,9.1,1.8,3.1
12,Florida,4.6,6.3,11,5.8,3,4.4
13,Wichita St,4.5,5,5,6.8,2.5,4.6
14,Colorado St,4.4,4.7,2,7.4,0,5.5
15,Toledo,4.4,6.3,7,4.4,4.4,0.1
16,Tennessee,4.4,2.7,-9,4.8,4,0.8
17,St Bonavent,4.3,-0.7,-6,5.7,3.2,-0.1
18,Duke,4.3,7,11,5.5,2.9,1.4
19,UCLA,4.3,-2.3,1,5.5,2.8,0.7
20,Middle Tenn,4.2,-4.7,-7,5,3.5,4
21,Harvard,4,2.3,6,5,3.4,-2.7
22,W Virginia,4,3.3,9,5,2.8,3.5
23,North Dakota,4,7.7,17,6.7,2.2,-1
24,Hawaii,4,3,5,5.4,1.6,-0.9
25,N Carolina,3.9,-0.7,3,5.2,2.3,4.7
26,Arkansas,3.9,-1.7,-2,6.3,0.8,6.7
27,Virginia,3.8,4,5,3.2,4.5,1.5
28,Villanova,3.8,7,12,6.9,0.6,0.4
29,Boise State,3.8,-2,1,7.8,0.7,3.2
30,Pittsburgh,3.8,1.3,-3,3.1,4.6,6.1
31,TN Martin,3.7,-0.3,4,5.5,2.3,-0.8
32,W Carolina,3.6,5.3,-2,6.3,2.3,2.1
33,Dartmouth,3.5,1,-1,5.2,1.8,-0.2
34,Alabama St,3.5,2.3,7,5.5,2.2,-1.5
35,Tulsa,3.4,8,7,4.6,2.5,-2.8
36,Ohio State,3.3,4,-4,4.1,2.1,4.1
37,Fordham,3.2,11.3,10,5.3,1.2,-2.1
38,Wofford,3.1,3.7,2,4.2,2.5,1.2
39,Mississippi,3.1,6.7,-2,5.3,0.7,5.3
40,E Kentucky,3,-4.3,-5,5.7,1.4,2.1
41,Butler,3,5.3,2,4.9,1.3,0.3
42,Stony Brook,2.8,2,-8,3.6,2.2,2.2
43,Sam Hous St,2.8,3.3,2,7.2,0.6,3.8
44,Texas,2.8,2.3,7,2.6,3,-1.5
45,Marquette,2.8,0,-9,4.1,1.4,-0.5
46,Michigan St,2.8,1.3,13,3.4,2.2,0.9
47,Morgan St,2.7,3.7,-4,5.3,1.3,0.8
48,Gard-Webb,2.7,4,8,7.6,0.3,3.4
49,Morehead St,2.7,6.7,0,6,0.6,2.9
50,BYU,2.6,3.3,4,4.9,0.8,3.5
51,Kentucky,2.6,4,7,3.9,0.9,-0.8
52,Cal Poly,2.6,8,4,3.2,2.2,3.9
53,Georgia St,2.6,0,3,3.3,2.1,1
54,Manhattan,2.5,4.7,-2,2.2,2.6,-1.8
55,Oakland,2.4,2,1,3.4,1.5,4
56,Yale,2.3,3.7,1,6.3,-0.4,1
57,N Colorado,2.3,2.7,0,3.6,1.2,0.1
58,Oregon,2.3,1.3,-6,1.6,3.1,3.7
59,Illinois,2.3,-1,0,3.2,1.4,3.9
60,Drexel,2.3,2,6,4.1,1.1,3
61,Detroit,2.3,2.7,-4,1.8,2.6,6.8
62,Niagara,2.2,-1.7,7,4.1,1.1,5.3
63,Central Mich,2.2,1,-4,3.4,1.1,-0.2
64,Maryland,2.2,2.3,2,1.8,2.6,-2.8
65,St Marys,2.2,2.3,2,3.1,1.1,2.9
66,Vermont,2.1,2,0,4.1,1,1.1
67,St Johns,2.1,-0.7,-2,2.5,1.6,1.2
68,Oklahoma,2.1,0.7,2,3.2,0.8,1.9
69,Dayton,2,-3.3,-6,5.3,-1.4,0.4
70,Rob Morris,2,-3,-1,3.4,0.9,3.9
71,Jackson St,2,-1.7,3,4,0.6,0
72,Purdue,2,-3.7,-11,3.3,0.5,0.6
73,VA Military,2,-0.7,6,3.1,1.3,0.5
