A647,A511,0.467808238682,H
A812,A515,0.112795494145,H
A658,A606,0.261215499264,H
A573,A670,0.116072171253,H
A632,A721,0.375612144958,H
A597,A842,0.170625517031,A
A555,A603,0.620387826278,H
A744,A789,0.0472528848505,H
A515,A511,0.128381166648,A
A721,A606,0.142174488781,H
A842,A670,0.254892249629,H
A789,A603,0.412244795094,H
A827,A708,0.11954515065,N
A810,A758,0.122602322092,N
A849,A829,0.12921173148,N
A671,A708,0.273293335,N
A849,A810,0.176456437342,N
A758,A829,0.169418151958,N
A670,A511,0.0848994437865,N
A788,A559,0.294239472998,N
A606,A603,0.266628663254,N
A719,A628,0.424883193965,N
A671,A758,0.0811255448124,N
A810,A827,0.054808236495,N
A708,A829,0.0263173083174,N
A723,A577,0.310154928304,N
A603,A511,0.116410351844,N
A641,A518,0.154150679827,N
A755,A533,0.0451204352805,A
A645,A575,0.304489190768,H
A625,A577,0.0896121586897,N
A545,A592,0.244453337901,H
A611,A599,0.160342650075,H
A670,A606,0.23293155768,N
A608,A610,0.151806012868,N
A569,A613,0.0800427076735,H
A559,A628,0.0612436252407,N
A544,A629,0.441832752279,H
A624,A635,0.0116960397632,N
A662,A640,0.133531392625,N
A833,A667,0.047067510858,N
A696,A668,0.334006144126,H
A826,A673,0.0588405000229,N
A677,A680,0.154150679827,H
A798,A698,0.19912867511,N
A819,A701,0.305381649551,H
A788,A719,0.234839591077,N
A854,A742,0.321583624127,N
A521,A751,0.0372713947972,A
A566,A753,0.0487901641694,A
A715,A754,0.275705881405,H
A556,A757,0.412532275331,H
A815,A769,0.247836163905,H
A704,A778,0.200670695462,H
A655,A780,0.120952610418,N
A784,A783,0.427444014827,H
A734,A801,0.450721699696,H
A766,A807,0.217412876605,N
A643,A818,0.0540672212703,H
A835,A825,0.244453337901,N
A797,A830,0.256429528948,H
A607,A841,0.0719734996251,A
A822,A846,0.0322608622182,N
A848,A504,0.196710294246,H
A804,A512,0.290923566376,H
A635,A518,0.144039370223,N
A534,A527,0.596816071622,H
A665,A535,0.533298479618,H
A526,A536,0.191667419212,H
A713,A539,0.290689593516,H
A836,A541,0.320167527596,A
A816,A546,0.0487901641694,A
A627,A552,0.0472528848505,H
A625,A559,0.503103577672,N
A767,A562,0.0655972824858,A
A616,A567,0.0892311337279,H
A647,A574,0.144581228811,H
A628,A577,0.0828876598058,N
A724,A579,0.176456437342,A
A679,A589,0.0250013022054,A
A610,A599,0.0915671935255,H
A571,A602,0.644014491982,H
A611,A608,0.0495969411394,N
A548,A622,0.194900339001,A
A820,A623,0.0368139731227,H
A641,A624,0.10227884912,N
A821,A636,0.149940147291,H
A530,A637,0.0408219945203,H
A654,A639,0.209350229182,H
A825,A651,0.114775514592,N
A847,A653,0.0540672212703,A
A712,A659,0.283126255916,A
A738,A666,0.180126166231,N
A580,A669,0.269128664556,A
A626,A672,0.0377403279828,H
A846,A673,0.151549898127,N
A761,A675,0.439081718907,H
A850,A676,0.360002734031,H
A803,A678,0.156160730755,H
A634,A685,0.313091787977,H
A502,A692,0.0227282510776,H
A832,A695,0.287682072452,H
A725,A698,0.0727593542824,N
A667,A701,0.396162715446,H
A766,A704,0.287682072452,N
A503,A717,0.185403223331,H
A723,A719,0.0111733005981,N
A683,A729,0.325422400435,H
A805,A732,0.139761942375,H
A700,A737,0.165079750359,H
A797,A740,0.177983155195,H
A531,A741,0.225956492691,A
A540,A743,0.106972119552,A
A528,A744,0.0317486983146,H
A828,A745,0.0270286723879,H
A726,A758,0.105360515658,A
A730,A771,0.113944259349,H
A644,A776,0.165079750359,H
A533,A781,0.241162056817,H
A742,A783,0.158605030177,H
A854,A784,0.296265816143,N
A642,A786,0.322773392263,H
A711,A793,0.272644195087,H
A778,A807,0.0750351859429,A
A565,A817,0.356674943939,H
A833,A819,0.102947969252,N
A822,A826,0.120952610418,N
A686,A839,0.190353728491,H
A593,A843,0.718464988544,H
A777,A853,0.366462950305,H
A651,A518,0.0500104205747,N
A814,A551,0.705268541092,H
A655,A569,0.163887855105,N
A780,A613,0.0870113769896,H
A845,A660,0.206794413313,H
A673,A698,0.121696934978,N
A813,A711,0.202026627873,H
A774,A714,0.184922338494,H
A544,A720,0.418204133886,H
A846,A725,0.145182009844,N
A753,A727,0.0253178079843,H
A605,A790,0.226527649298,H
A734,A796,0.626136470277,H
A635,A825,0.0953101798043,N
A798,A826,0.256429528948,N
A641,A835,0.11954515065,N
A582,A841,0.439366659784,H
A552,A508,0.203598955241,H
A751,A513,0.0439631234211,A
A690,A519,0.0451204352805,H
A616,A527,0.480366416281,H
A746,A534,0.0526437334854,H
A716,A556,0.0359320092261,H
A674,A568,0.0119761910467,A
A757,A573,0.248179629476,H
A619,A595,0.180261823831,H
A600,A604,0.69314718056,H
A540,A606,0.135174778368,H
A561,A642,0.122602322092,H
A686,A645,0.189241999639,H
A799,A662,0.0438026226584,H
A617,A664,0.0243914531242,H
A590,A668,0.305381649551,A
A700,A669,0.340926586971,H
A777,A670,0.479573080262,H
A724,A672,0.206794413313,A
A791,A676,0.171148256196,H
A566,A680,0.068992871487,A
A848,A695,0.703509967595,H
A828,A729,0.484245985961,H
A644,A736,0.320471895275,A
A747,A769,0.273293335,H
A571,A776,0.0709517359723,A
A543,A801,0.159848700942,A
A728,A818,0.0253178079843,A
A702,A824,0.0857668217574,A
A850,A827,0.497173534598,H
A847,A830,0.405465108108,H
A774,A512,0.0759859069779,H
A516,A557,0.306166887126,H
A596,A558,0.223143551314,A
A548,A587,0.475423696715,H
A611,A589,0.106767975426,A
A594,A595,0.737598943131,H
A565,A597,0.23090555665,H
A800,A602,0.111639971143,H
A517,A612,0.39429180751,H
A579,A623,0.445585101898,H
A717,A625,0.320167527596,H
A575,A628,0.395312736644,H
A845,A629,0.19189100781,H
A506,A634,0.347401307153,A
A547,A661,0.099529595347,A
A640,A663,0.115069329785,N
A632,A666,0.295117050939,H
A515,A671,0.0408219945203,H
A545,A673,0.202026627873,H
A816,A675,0.354821375289,H
A521,A677,0.241162056817,H
A836,A687,0.107630664192,H
A536,A699,0.0256424306133,H
A743,A708,0.0881072675103,H
A855,A715,0.0938187552177,H
A843,A720,0.124297716678,H
A531,A737,0.400477566597,H
A588,A741,0.325422400435,A
A711,A742,0.0350913198113,H
A652,A754,0.0162605208718,A
A783,A755,0.0170944333593,H
A679,A764,0.214147988406,H
A523,A766,0.0699585886069,H
A592,A771,0.230016430602,H
A658,A778,0.0431721718652,H
A756,A781,0.0165293019512,A
A555,A786,0.4813031845,H
A813,A794,0.467340511826,H
A564,A810,0.226313126075,H
A678,A811,0.237958637099,A
A553,A831,0.640779195043,H
A582,A840,0.296731907972,A
A683,A844,0.341749293722,H
A696,A849,0.4813031845,H
A541,A503,0.0571584138399,H
A653,A509,0.113944259349,H
A804,A539,0.428039430147,A
A790,A546,0.0387145121807,A
A852,A549,0.683294884117,H
A510,A551,0.503526321284,H
A791,A556,0.177681177237,H
A712,A559,0.790785650124,H
A533,A570,0.131576357789,H
A784,A573,0.456758402496,H
A529,A574,0.0458095360313,H
A815,A577,0.219628609207,H
A775,A581,0.275705881405,N
A833,A604,0.248179629476,H
A819,A608,0.0476280489893,A
A820,A617,0.0434851119397,A
A571,A635,0.318453731119,H
A830,A636,0.0870113769896,N
A682,A639,0.251314428281,H
A773,A655,0.0861776962411,H
A641,A669,0.333773179652,H
A520,A670,0.430782916092,A
A803,A701,0.356674943939,H
